[17:26:24] IP:124.20.22.79 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:04] IP:22.134.46.71 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:04] IP:121.243.90.190 | HIGH | SQL_Injection
[17:27:04] IP:211.186.39.81 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:04] IP:153.181.184.156 | HIGH | XSS_Attack
[17:27:04] IP:94.19.78.171 | HIGH | SQL_Injection
[17:27:04] IP:50.203.228.222 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:04] IP:213.47.67.6 | CRITICAL | Command_Injection
[17:27:04] IP:144.17.26.27 | HIGH | XSS_Attack
[17:27:04] IP:201.12.53.41 | HIGH | SQL_Injection
[17:27:04] IP:107.72.73.29 | HIGH | XSS_Attack
[17:27:04] IP:18.68.63.114 | CRITICAL | Command_Injection
[17:27:04] IP:208.172.128.30 | HIGH | SQL_Injection
[17:27:04] IP:204.183.117.193 | HIGH | XSS_Attack
[17:27:04] IP:153.150.99.238 | HIGH | SQL_Injection
[17:27:04] IP:122.247.25.26 | CRITICAL | Command_Injection
[17:27:04] IP:126.105.21.149 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:04] IP:173.241.198.102 | CRITICAL | Log4Shell
[17:27:04] IP:62.39.175.133 | HIGH | SQL_Injection
[17:27:04] IP:166.76.10.112 | CRITICAL | Log4Shell
[17:27:04] IP:35.128.15.223 | MEDIUM | Brute_Force_Pattern
[17:27:04] IP:194.34.250.170 | HIGH | SQL_Injection
[17:27:04] IP:16.51.231.147 | HIGH | XSS_Attack
[17:27:05] IP:56.12.245.87 | HIGH | SQL_Injection
[17:27:05] IP:157.189.159.181 | HIGH | SQL_Injection
[17:27:05] IP:167.241.161.80 | HIGH | SQL_Injection
[17:27:05] IP:153.246.138.23 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:05] IP:125.229.161.220 | HIGH | SQL_Injection
[17:27:05] IP:67.3.237.112 | HIGH | XSS_Attack
[17:27:05] IP:24.186.73.40 | CRITICAL | Command_Injection
[17:27:05] IP:31.185.146.213 | CRITICAL | Command_Injection
[17:27:05] IP:138.227.111.186 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:05] IP:124.230.9.10 | CRITICAL | Log4Shell
[17:27:05] IP:169.7.210.92 | MEDIUM | Brute_Force_Pattern
[17:27:05] IP:108.119.82.250 | HIGH | XSS_Attack
[17:27:05] IP:161.112.108.113 | HIGH | SQL_Injection
[17:27:05] IP:168.147.150.6 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:05] IP:129.155.172.58 | MEDIUM | Brute_Force_Pattern
[17:27:05] IP:158.193.40.32 | MEDIUM | Brute_Force_Pattern
[17:27:05] IP:90.125.23.133 | CRITICAL | Log4Shell
[17:27:05] IP:216.102.198.187 | CRITICAL | Command_Injection
[17:27:05] IP:108.250.157.240 | HIGH | XSS_Attack
[17:27:05] IP:12.149.127.179 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:05] IP:108.134.162.104 | CRITICAL | Command_Injection
[17:27:05] IP:197.111.164.127 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:05] IP:184.84.231.58 | HIGH | SQL_Injection
[17:27:05] IP:154.148.84.16 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:05] IP:131.239.135.46 | HIGH | SQL_Injection
[17:27:05] IP:192.137.76.106 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:05] IP:24.132.81.19 | MEDIUM | Brute_Force_Pattern
[17:27:05] IP:58.202.124.143 | CRITICAL | Log4Shell
[17:27:05] IP:204.188.34.190 | CRITICAL | Command_Injection
[17:27:05] IP:37.122.225.120 | HIGH | XSS_Attack
[17:27:05] IP:212.241.223.63 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:05] IP:213.30.108.7 | HIGH | SQL_Injection
[17:27:05] IP:109.64.8.206 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:05] IP:133.140.232.103 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:06] IP:98.54.152.234 | CRITICAL | Log4Shell
[17:27:06] IP:122.242.22.191 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:06] IP:63.94.233.216 | HIGH | SQL_Injection
[17:27:06] IP:149.166.199.192 | CRITICAL | Log4Shell
[17:27:06] IP:148.180.126.62 | CRITICAL | Log4Shell
[17:27:06] IP:203.178.238.109 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:06] IP:133.9.226.61 | MEDIUM | Brute_Force_Pattern
[17:27:06] IP:106.116.210.230 | HIGH | SQL_Injection
[17:27:06] IP:197.200.128.202 | CRITICAL | Log4Shell
[17:27:06] IP:111.33.239.16 | HIGH | SQL_Injection
[17:27:06] IP:16.167.242.235 | CRITICAL | Command_Injection
[17:27:06] IP:115.163.134.207 | HIGH | SQL_Injection
[17:27:06] IP:18.109.139.204 | MEDIUM | Brute_Force_Pattern
[17:27:06] IP:205.151.65.147 | CRITICAL | Log4Shell
[17:27:06] IP:200.40.96.163 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:06] IP:216.177.209.60 | HIGH | SQL_Injection
[17:27:06] IP:41.221.11.33 | HIGH | XSS_Attack
[17:27:06] IP:153.184.242.204 | CRITICAL | Command_Injection
[17:27:06] IP:158.150.145.82 | MEDIUM | Brute_Force_Pattern
[17:27:06] IP:157.194.146.18 | HIGH | SQL_Injection
[17:27:06] IP:143.161.222.136 | CRITICAL | Command_Injection
[17:27:06] IP:199.207.200.101 | CRITICAL | Command_Injection
[17:27:06] IP:61.146.167.167 | HIGH | SQL_Injection
[17:27:06] IP:217.67.38.139 | HIGH | XSS_Attack
[17:27:06] IP:116.29.87.172 | CRITICAL | Command_Injection
[17:27:07] IP:34.43.6.9 | MEDIUM | Brute_Force_Pattern
[17:27:07] IP:218.30.152.23 | HIGH | SQL_Injection
[17:27:07] IP:183.104.56.82 | CRITICAL | Command_Injection
[17:27:07] IP:137.193.95.199 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:07] IP:161.172.70.161 | HIGH | SQL_Injection
[17:27:07] IP:30.3.115.111 | HIGH | XSS_Attack
[17:27:07] IP:95.167.105.6 | CRITICAL | Command_Injection
[17:27:07] IP:127.54.108.64 | CRITICAL | Command_Injection
[17:27:07] IP:48.84.198.173 | CRITICAL | Command_Injection
[17:27:07] IP:161.249.248.2 | HIGH | SQL_Injection
[17:27:07] IP:26.150.228.242 | CRITICAL | Log4Shell
[17:27:07] IP:159.173.181.46 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:07] IP:42.109.189.192 | CRITICAL | Log4Shell
[17:27:07] IP:89.93.83.53 | CRITICAL | Command_Injection
[17:27:07] IP:30.221.65.203 | HIGH | SQL_Injection
[17:27:07] IP:168.5.125.8 | HIGH | SQL_Injection
[17:27:07] IP:34.180.248.218 | HIGH | SQL_Injection
[17:27:07] IP:131.174.70.240 | HIGH | XSS_Attack
[17:27:07] IP:82.225.246.123 | HIGH | SQL_Injection
[17:27:07] IP:209.160.67.115 | HIGH | SQL_Injection
[17:27:07] IP:51.128.182.117 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:07] IP:84.167.37.210 | CRITICAL | Log4Shell
[17:27:07] IP:120.239.63.216 | HIGH | XSS_Attack
[17:27:07] IP:73.142.206.114 | HIGH | XSS_Attack
[17:27:07] IP:12.213.141.158 | CRITICAL | Log4Shell
[17:27:07] IP:132.129.25.222 | CRITICAL | Log4Shell
[17:27:07] IP:153.228.50.68 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:07] IP:12.107.69.60 | CRITICAL | Command_Injection
[17:27:07] IP:88.215.65.108 | CRITICAL | Log4Shell
[17:27:07] IP:53.34.97.190 | CRITICAL | Log4Shell
[17:27:08] IP:137.32.79.138 | HIGH | XSS_Attack
[17:27:08] IP:61.37.240.216 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:16.180.4.156 | MEDIUM | Brute_Force_Pattern
[17:27:08] IP:96.119.182.230 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:08] IP:177.73.234.138 | CRITICAL | Command_Injection
[17:27:08] IP:41.89.68.191 | HIGH | XSS_Attack
[17:27:08] IP:153.192.46.89 | HIGH | SQL_Injection
[17:27:08] IP:197.55.181.209 | HIGH | SQL_Injection
[17:27:08] IP:172.85.39.249 | CRITICAL | Command_Injection
[17:27:08] IP:11.113.167.64 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:21.118.121.181 | HIGH | SQL_Injection
[17:27:08] IP:149.203.102.40 | HIGH | SQL_Injection
[17:27:08] IP:85.139.220.82 | HIGH | SQL_Injection
[17:27:08] IP:150.204.26.108 | CRITICAL | Command_Injection
[17:27:08] IP:198.84.19.157 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:22.63.33.34 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:08] IP:41.78.203.9 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:218.155.98.154 | CRITICAL | Command_Injection
[17:27:08] IP:83.44.206.249 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:91.77.31.189 | CRITICAL | Command_Injection
[17:27:08] IP:31.190.78.213 | MEDIUM | Brute_Force_Pattern
[17:27:08] IP:171.141.109.191 | HIGH | XSS_Attack
[17:27:08] IP:193.199.195.155 | HIGH | SQL_Injection
[17:27:08] IP:149.29.111.215 | HIGH | SQL_Injection
[17:27:08] IP:50.74.30.108 | HIGH | SQL_Injection
[17:27:08] IP:140.64.104.158 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:08] IP:87.225.62.178 | HIGH | SQL_Injection
[17:27:08] IP:115.46.179.43 | HIGH | XSS_Attack
[17:27:08] IP:114.131.145.130 | HIGH | XSS_Attack
[17:27:08] IP:90.38.179.113 | HIGH | SQL_Injection
[17:27:08] IP:213.181.176.29 | MEDIUM | Brute_Force_Pattern
[17:27:08] IP:109.57.12.99 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:08] IP:120.76.193.181 | CRITICAL | Command_Injection
[17:27:09] IP:74.5.149.202 | HIGH | SQL_Injection
[17:27:09] IP:177.167.185.211 | HIGH | SQL_Injection
[17:27:09] IP:44.199.72.65 | CRITICAL | Command_Injection
[17:27:09] IP:145.168.74.132 | HIGH | SQL_Injection
[17:27:09] IP:18.169.58.212 | HIGH | SQL_Injection
[17:27:09] IP:103.225.129.77 | CRITICAL | Log4Shell
[17:27:09] IP:67.115.21.200 | HIGH | SQL_Injection
[17:27:09] IP:216.223.175.30 | HIGH | XSS_Attack
[17:27:09] IP:209.34.165.64 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:09] IP:128.192.208.185 | HIGH | SQL_Injection
[17:27:09] IP:25.201.129.155 | HIGH | SQL_Injection
[17:27:09] IP:101.52.175.32 | HIGH | SQL_Injection
[17:27:09] IP:151.131.158.163 | CRITICAL | Command_Injection
[17:27:09] IP:84.157.74.222 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:09] IP:93.18.224.231 | HIGH | SQL_Injection
[17:27:09] IP:77.106.211.118 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:09] IP:88.69.214.132 | CRITICAL | Command_Injection
[17:27:09] IP:66.67.120.55 | HIGH | SQL_Injection
[17:27:09] IP:50.10.41.149 | CRITICAL | Command_Injection
[17:27:09] IP:111.124.21.235 | CRITICAL | Command_Injection
[17:27:09] IP:169.157.85.37 | HIGH | SQL_Injection
[17:27:09] IP:200.216.127.249 | HIGH | SQL_Injection
[17:27:09] IP:42.140.149.47 | CRITICAL | Command_Injection
[17:27:09] IP:106.167.138.186 | HIGH | SQL_Injection
[17:27:09] IP:83.221.94.61 | HIGH | SQL_Injection
[17:27:09] IP:41.77.157.28 | CRITICAL | Command_Injection
[17:27:09] IP:200.97.190.29 | CRITICAL | Command_Injection
[17:27:09] IP:122.92.77.114 | CRITICAL | Command_Injection
[17:27:10] IP:198.197.70.7 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:10] IP:29.24.6.164 | HIGH | SQL_Injection
[17:27:10] IP:64.239.231.184 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:10] IP:204.138.219.187 | CRITICAL | Command_Injection
[17:27:10] IP:150.233.134.183 | CRITICAL | Command_Injection
[17:27:10] IP:195.18.126.1 | HIGH | SQL_Injection
[17:27:10] IP:76.73.27.243 | HIGH | SQL_Injection
[17:27:10] IP:195.194.96.179 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:10] IP:12.234.170.147 | CRITICAL | Command_Injection
[17:27:10] IP:22.214.51.106 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:10] IP:11.32.9.35 | HIGH | SQL_Injection
[17:27:10] IP:113.41.47.11 | HIGH | SQL_Injection
[17:27:10] IP:42.181.93.187 | HIGH | SQL_Injection
[17:27:10] IP:79.109.113.122 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:10] IP:92.57.45.178 | CRITICAL | Log4Shell
[17:27:10] IP:196.68.227.201 | CRITICAL | Command_Injection
[17:27:10] IP:103.194.108.243 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:10] IP:202.165.27.132 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:10] IP:82.107.91.40 | HIGH | SQL_Injection
[17:27:10] IP:209.69.213.85 | CRITICAL | Log4Shell
[17:27:10] IP:213.191.7.15 | CRITICAL | Command_Injection
[17:27:10] IP:45.111.180.228 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:10] IP:46.2.74.81 | HIGH | XSS_Attack
[17:27:10] IP:113.229.144.100 | MEDIUM | Brute_Force_Pattern
[17:27:10] IP:198.8.212.19 | MEDIUM | Brute_Force_Pattern
[17:27:10] IP:158.47.100.186 | HIGH | SQL_Injection
[17:27:10] IP:28.204.231.24 | CRITICAL | Command_Injection
[17:27:10] IP:214.11.193.233 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:11] IP:195.114.93.179 | HIGH | SQL_Injection
[17:27:11] IP:17.237.172.7 | CRITICAL | Command_Injection
[17:27:11] IP:110.188.22.153 | HIGH | SQL_Injection
[17:27:11] IP:46.67.193.5 | CRITICAL | Log4Shell
[17:27:11] IP:136.102.249.154 | HIGH | XSS_Attack
[17:27:11] IP:63.11.121.32 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:11] IP:120.81.144.69 | HIGH | SQL_Injection
[17:27:11] IP:102.241.149.16 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:11] IP:85.60.70.137 | CRITICAL | Command_Injection
[17:27:11] IP:38.60.156.20 | CRITICAL | Command_Injection
[17:27:11] IP:100.206.22.112 | CRITICAL | Log4Shell
[17:27:11] IP:85.194.127.39 | CRITICAL | Command_Injection
[17:27:11] IP:218.6.125.24 | CRITICAL | Command_Injection
[17:27:11] IP:26.158.12.21 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:11] IP:216.114.38.249 | HIGH | SQL_Injection
[17:27:11] IP:78.56.137.68 | HIGH | SQL_Injection
[17:27:11] IP:99.218.206.24 | CRITICAL | Log4Shell
[17:27:11] IP:114.246.229.57 | HIGH | SQL_Injection
[17:27:11] IP:197.170.115.45 | CRITICAL | Log4Shell
[17:27:11] IP:219.132.76.134 | HIGH | SQL_Injection
[17:27:11] IP:200.3.209.100 | MEDIUM | Brute_Force_Pattern
[17:27:11] IP:194.34.245.166 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:11] IP:69.58.19.32 | HIGH | SQL_Injection
[17:27:11] IP:213.211.66.116 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:11] IP:131.153.8.149 | HIGH | SQL_Injection
[17:27:11] IP:169.144.75.72 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:11] IP:220.130.79.190 | HIGH | SQL_Injection
[17:27:11] IP:205.178.135.169 | CRITICAL | Command_Injection
[17:27:11] IP:134.68.56.128 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:11] IP:111.82.179.215 | CRITICAL | Command_Injection
[17:27:11] IP:208.84.26.122 | HIGH | XSS_Attack
[17:27:11] IP:201.203.227.107 | HIGH | XSS_Attack
[17:27:12] IP:81.60.36.186 | CRITICAL | Command_Injection
[17:27:12] IP:174.3.113.22 | MEDIUM | Brute_Force_Pattern
[17:27:12] IP:37.4.234.222 | CRITICAL | Log4Shell
[17:27:12] IP:126.141.209.160 | CRITICAL | Command_Injection
[17:27:12] IP:80.27.70.56 | CRITICAL | Command_Injection
[17:27:12] IP:11.164.44.22 | CRITICAL | Command_Injection
[17:27:12] IP:189.147.234.191 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:12] IP:25.226.66.206 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:12] IP:186.199.59.3 | MEDIUM | Brute_Force_Pattern
[17:27:12] IP:201.230.151.34 | HIGH | SQL_Injection
[17:27:12] IP:101.56.217.58 | HIGH | SQL_Injection
[17:27:12] IP:61.90.82.44 | HIGH | XSS_Attack
[17:27:12] IP:106.116.176.16 | CRITICAL | Log4Shell
[17:27:12] IP:110.114.24.17 | HIGH | SQL_Injection
[17:27:12] IP:89.86.126.173 | MEDIUM | Brute_Force_Pattern
[17:27:12] IP:39.81.84.210 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:12] IP:56.121.34.227 | HIGH | SQL_Injection
[17:27:12] IP:181.140.41.226 | MEDIUM | Brute_Force_Pattern
[17:27:12] IP:146.69.19.171 | HIGH | SQL_Injection
[17:27:12] IP:141.207.110.191 | HIGH | SQL_Injection
[17:27:12] IP:183.87.147.3 | CRITICAL | Log4Shell
[17:27:12] IP:183.5.157.126 | CRITICAL | Log4Shell
[17:27:12] IP:208.36.132.95 | CRITICAL | Log4Shell
[17:27:12] IP:84.78.150.66 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:12] IP:191.13.161.94 | CRITICAL | Command_Injection
[17:27:13] IP:184.85.114.129 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:13] IP:86.142.88.56 | HIGH | SQL_Injection
[17:27:13] IP:184.58.190.7 | HIGH | SQL_Injection
[17:27:13] IP:215.101.159.51 | CRITICAL | Command_Injection
[17:27:13] IP:203.249.247.121 | CRITICAL | Log4Shell
[17:27:13] IP:220.10.185.60 | HIGH | SQL_Injection
[17:27:13] IP:41.34.127.227 | HIGH | SQL_Injection
[17:27:13] IP:113.7.82.88 | CRITICAL | Command_Injection
[17:27:13] IP:179.126.180.196 | CRITICAL | Log4Shell
[17:27:13] IP:60.28.60.157 | HIGH | SQL_Injection
[17:27:13] IP:118.232.227.51 | CRITICAL | Command_Injection
[17:27:13] IP:155.166.88.205 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:13] IP:200.39.101.107 | MEDIUM | Brute_Force_Pattern
[17:27:12] IP:33.73.23.74 | HIGH | SQL_Injection
[17:27:13] IP:161.114.111.29 | MEDIUM | Brute_Force_Pattern
[17:27:13] IP:58.237.141.84 | MEDIUM | Brute_Force_Pattern
[17:27:13] IP:126.109.100.165 | CRITICAL | Log4Shell
[17:27:13] IP:179.195.127.34 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:13] IP:146.133.102.205 | CRITICAL | Log4Shell
[17:27:13] IP:180.94.2.112 | HIGH | SQL_Injection
[17:27:13] IP:144.118.45.107 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:13] IP:197.124.14.198 | HIGH | SQL_Injection
[17:27:13] IP:207.208.160.130 | CRITICAL | Log4Shell
[17:27:13] IP:206.123.175.161 | CRITICAL | Command_Injection
[17:27:13] IP:52.184.187.130 | HIGH | SQL_Injection
[17:27:13] IP:162.131.174.132 | CRITICAL | Command_Injection
[17:27:14] IP:126.190.93.115 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:14] IP:218.228.111.152 | CRITICAL | Log4Shell
[17:27:14] IP:56.130.72.23 | CRITICAL | Command_Injection
[17:27:14] IP:160.172.243.85 | CRITICAL | Log4Shell
[17:27:14] IP:187.91.9.89 | CRITICAL | Command_Injection
[17:27:14] IP:175.248.180.97 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:14] IP:121.38.138.150 | HIGH | SQL_Injection
[17:27:14] IP:78.134.14.135 | HIGH | SQL_Injection
[17:27:14] IP:46.75.146.137 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:14] IP:56.233.160.150 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:14] IP:211.123.152.232 | HIGH | XSS_Attack
[17:27:14] IP:39.11.186.212 | HIGH | SQL_Injection
[17:27:14] IP:182.152.202.68 | HIGH | SQL_Injection
[17:27:14] IP:93.174.151.17 | HIGH | SQL_Injection
[17:27:14] IP:157.137.246.218 | MEDIUM | Brute_Force_Pattern
[17:27:14] IP:138.150.20.26 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:14] IP:82.38.50.167 | MEDIUM | Brute_Force_Pattern
[17:27:14] IP:173.78.217.238 | HIGH | XSS_Attack
[17:27:14] IP:102.166.154.182 | HIGH | SQL_Injection
[17:27:14] IP:208.136.48.126 | MEDIUM | Brute_Force_Pattern
[17:27:14] IP:42.216.131.162 | CRITICAL | Command_Injection
[17:27:14] IP:138.45.34.134 | HIGH | SQL_Injection
[17:27:14] IP:71.59.139.142 | CRITICAL | Log4Shell
[17:27:14] IP:205.154.88.71 | CRITICAL | Command_Injection
[17:27:14] IP:79.1.212.77 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:14] IP:99.100.249.150 | CRITICAL | Command_Injection
[17:27:14] IP:158.62.26.98 | HIGH | SQL_Injection
[17:27:14] IP:196.221.21.9 | CRITICAL | Command_Injection
[17:27:15] IP:23.195.189.140 | MEDIUM | Brute_Force_Pattern
[17:27:15] IP:159.104.117.133 | CRITICAL | Command_Injection
[17:27:15] IP:24.133.202.121 | HIGH | SQL_Injection
[17:27:15] IP:48.201.142.35 | MEDIUM | Brute_Force_Pattern
[17:27:15] IP:151.127.3.101 | HIGH | SQL_Injection
[17:27:15] IP:15.146.56.32 | MEDIUM | Brute_Force_Pattern
[17:27:15] IP:157.206.231.44 | CRITICAL | Command_Injection
[17:27:15] IP:106.66.107.20 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:15] IP:22.124.10.19 | CRITICAL | Command_Injection
[17:27:15] IP:57.51.66.57 | HIGH | SQL_Injection
[17:27:15] IP:200.18.238.122 | HIGH | SQL_Injection
[17:27:15] IP:18.35.103.144 | CRITICAL | Log4Shell
[17:27:15] IP:42.21.50.114 | CRITICAL | Command_Injection
[17:27:15] IP:176.114.5.124 | HIGH | XSS_Attack
[17:27:15] IP:210.221.185.10 | MEDIUM | Brute_Force_Pattern
[17:27:15] IP:158.222.190.170 | HIGH | SQL_Injection
[17:27:15] IP:212.93.246.14 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:15] IP:141.146.2.20 | HIGH | SQL_Injection
[17:27:15] IP:13.163.239.65 | CRITICAL | Command_Injection
[17:27:15] IP:145.236.110.203 | CRITICAL | Log4Shell
[17:27:15] IP:20.61.65.211 | HIGH | XSS_Attack
[17:27:15] IP:86.164.13.197 | HIGH | SQL_Injection
[17:27:15] IP:80.205.190.198 | CRITICAL | Log4Shell
[17:27:15] IP:30.226.93.27 | CRITICAL | Command_Injection
[17:27:16] IP:168.185.216.161 | HIGH | SQL_Injection
[17:27:16] IP:34.17.187.117 | HIGH | SQL_Injection
[17:27:16] IP:201.89.210.208 | HIGH | SQL_Injection
[17:27:16] IP:217.55.39.169 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:16] IP:128.185.201.208 | HIGH | XSS_Attack
[17:27:16] IP:196.42.72.17 | HIGH | SQL_Injection
[17:27:16] IP:199.133.220.99 | CRITICAL | Log4Shell
[17:27:16] IP:193.3.41.65 | HIGH | XSS_Attack
[17:27:16] IP:52.73.153.34 | MEDIUM | Brute_Force_Pattern
[17:27:16] IP:64.186.53.129 | CRITICAL | Command_Injection
[17:27:16] IP:32.57.67.59 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:16] IP:37.24.54.247 | MEDIUM | Brute_Force_Pattern
[17:27:16] IP:72.62.139.106 | HIGH | SQL_Injection
[17:27:16] IP:165.143.76.3 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:16] IP:145.6.162.60 | HIGH | SQL_Injection
[17:27:16] IP:91.65.203.106 | HIGH | XSS_Attack
[17:27:16] IP:169.89.49.25 | CRITICAL | Command_Injection
[17:27:16] IP:215.231.175.15 | HIGH | SQL_Injection
[17:27:16] IP:204.186.130.221 | CRITICAL | Command_Injection
[17:27:16] IP:85.163.224.87 | HIGH | XSS_Attack
[17:27:16] IP:68.210.181.188 | HIGH | SQL_Injection
[17:27:16] IP:140.19.202.18 | HIGH | SQL_Injection
[17:27:16] IP:173.77.4.34 | CRITICAL | Log4Shell
[17:27:16] IP:112.80.35.183 | CRITICAL | Log4Shell
[17:27:16] IP:71.67.63.235 | HIGH | XSS_Attack
[17:27:16] IP:63.188.14.212 | CRITICAL | Command_Injection
[17:27:16] IP:170.79.201.64 | HIGH | SQL_Injection
[17:27:17] IP:128.90.29.101 | HIGH | XSS_Attack
[17:27:17] IP:119.191.158.87 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:17] IP:181.57.50.104 | HIGH | SQL_Injection
[17:27:17] IP:211.10.157.147 | CRITICAL | Command_Injection
[17:27:17] IP:87.150.78.150 | HIGH | SQL_Injection
[17:27:17] IP:72.227.14.232 | CRITICAL | Command_Injection
[17:27:17] IP:129.63.110.142 | HIGH | SQL_Injection
[17:27:17] IP:131.130.172.175 | HIGH | SQL_Injection
[17:27:17] IP:44.16.24.10 | CRITICAL | Command_Injection
[17:27:17] IP:46.161.62.209 | HIGH | SQL_Injection
[17:27:17] IP:54.83.227.227 | CRITICAL | Command_Injection
[17:27:17] IP:215.235.250.75 | HIGH | SQL_Injection
[17:27:17] IP:174.170.237.190 | CRITICAL | Command_Injection
[17:27:17] IP:180.62.229.5 | CRITICAL | Command_Injection
[17:27:17] IP:146.192.57.47 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:17] IP:101.27.201.94 | CRITICAL | Command_Injection
[17:27:17] IP:203.220.3.11 | CRITICAL | Command_Injection
[17:27:17] IP:104.170.64.249 | HIGH | SQL_Injection
[17:27:17] IP:179.164.38.157 | HIGH | SQL_Injection
[17:27:17] IP:138.191.11.40 | HIGH | SQL_Injection
[17:27:17] IP:153.213.131.169 | HIGH | SQL_Injection
[17:27:17] IP:88.154.63.26 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:17] IP:175.232.33.239 | MEDIUM | Brute_Force_Pattern
[17:27:17] IP:19.187.155.151 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:17] IP:157.124.233.125 | HIGH | XSS_Attack
[17:27:17] IP:160.170.148.159 | HIGH | SQL_Injection
[17:27:18] IP:206.215.126.210 | HIGH | SQL_Injection
[17:27:18] IP:91.7.246.28 | HIGH | SQL_Injection
